name,level,section,type,link,pages,,,
قوة الاقتصاد,2,إقتصادي,1,https://www.osboha180.com/evaluation/books/714b.pdf,310,,,
التجارة الالكترونية والفكر المحاسبي,1,إقتصادي,1,https://www.osboha180.com/evaluation/books/715b.pdf,100,,,
لكنود,1,تنمية,1,https://www.osboha180.com/evaluation/books/716b.pdf,216,,,
مفاهيم وآليات,1,تنمية,1,https://www.osboha180.com/evaluation/books/717b.pdf,132,,,
مباحث في علوم القرآن,2,ديني,1,https://www.osboha180.com/evaluation/books/718b.pdf,384,,,
نور وهداية,1,ديني,1,https://www.osboha180.com/evaluation/books/719b.pdf,288,,,
وليتبروا ما علو تتبيراً بشرى المؤمنين,2,ديني,1,https://www.osboha180.com/evaluation/books/720b.pdf,300,,,
مستقبل الخوف,3,فكري,1,https://www.osboha180.com/evaluation/books/721b.pdf,370,,,
تكنولوجيا الاتصالات الحديثة في عصر المعلومات,2,علمي,1,https://www.osboha180.com/evaluation/books/722b.pdf,293,,,
تكنولوجيا الإعلام و الاتصال,2,علمي,1,https://www.osboha180.com/evaluation/books/723b.pdf,260,,,
نظريات الاتصال في القرن الحادي و العشرين,2,علمي,1,https://www.osboha180.com/evaluation/books/724b.pdf,385,,,
فلسفة التاريخ نحو تفسير اسلامي للسنن الكونية و النواميس الاجتماعية,2,تاريخي,1,https://www.osboha180.com/evaluation/books/725b.pdf,241,,,
أمريكا والعالم في التاريخ الحديث والمعاصر,1,تاريخي,1,https://www.osboha180.com/evaluation/books/726b.pdf,347,,,
الوسيط في القانون الدولي العام,2,سياسي,1,https://www.osboha180.com/evaluation/books/728b.pdf,461,,,
مقدمة في علم العلاقات الدولية,1,سياسي,1,https://www.osboha180.com/evaluation/books/729b.pdf,218,,,
القانون الدولي الخاص,3,سياسي,1,https://www.osboha180.com/evaluation/books/730b.pdf,343,,,
ابو حنيفة والقيم الإسلامية في مذهبه,2,اجتماعي,1,https://www.osboha180.com/evaluation/books/731b.pdf,183,,,
التكنولوجيا الإكترونية,2,علمي,1,https://www.osboha180.com/evaluation/books/732b.pdf,232,,,
التكنولوجيا الرقمية,2,علمي,1,https://www.osboha180.com/evaluation/books/733b.pdf,332,,,
سلطة النفط و التحول في ميزان القوى العالمية.,3,إقتصادي,1,https://drive.google.com/file/d/1OQqulNaRGz1-nfqMTM3ByJTRpPZUWLqX/view,216,,,
الكون الرقمي الثورة العالمية للاتصالات,3,علمي,1,https://drive.google.com/file/d/1Z40nYZMTyBqUf5_JhbDa2f8Rs9UUDnbv/view,358,,,
قوة الصورة ، كيف نقاومها ؟ و كيف نستثمرها ؟,2,اجتماعي,1,https://drive.google.com/file/d/1ACK01p72ppt5BHCW8OmKIsRj7fxOdiWF/view,199,,,
الإسلام والحضارات,1,تاريخي,1,https://www.osboha180.com/evaluation/books/734b.pdf,179,,,
رمضان ثورة التغيير,1,ديني,4,https://www.osboha180.com/evaluation/books/737b.pdf,182,,,
روح الصيام ومعانيه,1,ديني,4,https://www.osboha180.com/evaluation/books/738b.pdf,140,,,
يوم في حياة مسلم في رمضان,1,ديني,4,https://www.osboha180.com/evaluation/books/739b.pdf,145,,,
مع الصيام,1,ديني,4,https://www.osboha180.com/evaluation/books/740b.pdf,313,,,
رمضان بين يديك يوما بيوم,1,ديني,4,https://www.osboha180.com/evaluation/books/741b.pdf,313,,,
معاني الأذكار,1,ديني,4,https://www.osboha180.com/evaluation/books/742b.pdf,182,,,
المشوق إلى القرآن,2,ديني,4,https://www.osboha180.com/evaluation/books/743b.pdf,178,,,
العجوز والعصفور,1,خيال علمي/ أطفال,3,https://www.osboha180.com/evaluation/books/651b.pdf,18,,,18
أرنوب و الكذب,1,خيال علمي/ أطفال,3,https://www.osboha180.com/evaluation/books/652b.pdf,14,,,14
البوق و الناقوس,1,قصص صحابة/ أطفال,3,https://www.osboha180.com/evaluation/books/653b.pdf,18,,,18
الشريكان الموادع و المحتال,1,قصص صحابة/ أطفال,3,https://www.osboha180.com/evaluation/books/654b.pdf,19,,,19
التيس الطائش الصغير,1,قصص صحابة/ أطفال,3,https://www.osboha180.com/evaluation/books/655b.pdf,18,,,18
أطلس الأطفال المصور,1,قصص صحابة/ أطفال,3,https://www.osboha180.com/evaluation/books/656b.pdf,53,,,53
ضوء النهار والملك زنكار,1,قصص صحابة/ أطفال,3,https://www.osboha180.com/evaluation/books/657b.pdf,32,,,32
أمانة صياد,1,قصص صحابة/ أطفال,3,https://www.osboha180.com/evaluation/books/658b.pdf,20,,,20
ليلة المهرجان,1,قصص صحابة/ أطفال,3,https://www.osboha180.com/evaluation/books/659b.pdf,16,,,16
كن صادقا,1,قصص صحابة/ أطفال,3,https://www.osboha180.com/evaluation/books/660b.pdf,20,,,20
لغز الفتاة المشلولة,1,قصص صحابة/ أطفال,3,https://www.osboha180.com/evaluation/books/661b.pdf,49,,,49
البلاء العظيم,1,قصص صحابة/ أطفال,3,https://www.osboha180.com/evaluation/books/663b.pdf,24,,,24
الطاووس الأبيض,1,قصص صحابة/ أطفال,3,https://www.osboha180.com/evaluation/books/664b.pdf,18,,,18
الهجرة المباركة,1,قصص صحابة/ أطفال,3,https://www.osboha180.com/evaluation/books/665b.pdf,20,,,20
أحكام الطهارة,1,قصص صحابة/ أطفال,3,https://www.osboha180.com/evaluation/books/666b.pdf,24,,,24
المتصدق,1,قصص صحابة/ أطفال,3,https://www.osboha180.com/evaluation/books/667b.pdf,28,,,28
كن بارا,1,قصص صحابة/ أطفال,3,https://www.osboha180.com/evaluation/books/668b.pdf,20,,,20
الضرير و الكسيح,1,قصص صحابة/ أطفال,3,https://www.osboha180.com/evaluation/books/669b.pdf,9,,,9
يوسف عليه السلام,1,قصص صحابة/ أطفال,3,https://www.osboha180.com/evaluation/books/670b.pdf,14,,,14
ذات الرداء الاخضر,1,قصص صحابة/ أطفال,3,https://www.osboha180.com/evaluation/books/671b.pdf,18,,,18
الفتى الطموح,1,قصص صحابة/ أطفال,3,https://www.osboha180.com/evaluation/books/672b.pdf,9,,,9
قصص رواها النبي,1,قصص صحابة/ أطفال,3,https://www.osboha180.com/evaluation/books/673b.pdf,82,,,82
صغارنا يسألون كيف تعمل الأشياء,1,قصص صحابة/ أطفال,3,https://www.osboha180.com/evaluation/books/674b.pdf,20,,,20
كم حياة ستعيش,1,تنمية,5,https://www.osboha180.com/evaluation/books/79b.pdf,114,,,114
افتح النافذة ثمة ضوء,1,تنمية,5,https://www.osboha180.com/evaluation/books/576b.pdf,48,,,48
الحيل النفسية,1,تربية,5,https://www.osboha180.com/evaluation/books/577b.pdf,47,,,47
تربية القادة,1,تربية,5,https://www.osboha180.com/evaluation/books/154b.pdf,48,,,48
أن تكون نفسك,1,تربية,5,https://www.osboha180.com/evaluation/books/578b.pdf,195,,,195
الهمة طريق إلى القمة,1,تربية,5,https://www.osboha180.com/evaluation/books/579b.pdf,83,,,83
نساء في التاريخ,1,تاريخي,5,https://www.osboha180.com/evaluation/books/580b.pdf,131,,,131
خطط لحياتك,1,تنمية,5,https://www.osboha180.com/evaluation/books/552b.pdf,133,,,133
30 قانون للمذاكرة الفعالة,1,تنمية,5,https://www.osboha180.com/evaluation/books/574b.pdf,172,,,172
المسلم الجديد :مقولات قصيرة في بناء الذات,1,ديني,5,https://www.osboha180.com/evaluation/books/546b.pdf,131,,,131
أدرك أهلك قبل أن يحترقوا,1,ديني,5,https://www.osboha180.com/evaluation/books/547b.pdf,82,,,82
من عجائب الخلق في عالم النبات,1,علمي,5,https://www.osboha180.com/evaluation/books/548b.pdf,176,,,176
النجوم من ولادتها حتى تصبح ثقوباً سوداء,1,علمي,5,https://www.osboha180.com/evaluation/books/549b.pdf,65,,,65
لماذا؟! أنت تسأل والفيزياء تجيب,1,علمي,5,https://www.osboha180.com/evaluation/books/550b.pdf,116,,,116
الوقت في حياة المسلم,1,تنمية,5,https://www.osboha180.com/evaluation/books/551b.pdf,71,,,71
الشرك الخفي,1,ديني,5,https://www.osboha180.com/evaluation/books/544b.pdf,74,,,74
رقائق القرآن,1,ديني,5,https://www.osboha180.com/evaluation/books/541b.pdf,176,,,176
كوني صحابية,1,ديني,5,https://www.osboha180.com/evaluation/books/542b.pdf,176,,,176
هل انتهى عصر المعجزات؟,1,تنمية,3,https://www.osboha180.com/evaluation/books/474b.pdf,19,,,19
الحمار الكذّاب,1,أدبي,3,https://www.osboha180.com/evaluation/books/475b.pdf,20,,,20
ذكاء الأنبياء,1,تنمية,3,https://www.osboha180.com/evaluation/books/476b.pdf,62,,,62
تجارب عملية مع الماء,1,علمي,3,https://www.osboha180.com/evaluation/books/464b.pdf,32,,,32
سعيد سعيد!,1,تنمية,3,https://www.osboha180.com/evaluation/books/465b.pdf,26,,,26
مدرسة من؟,1,تنمية,3,https://www.osboha180.com/evaluation/books/466b.pdf,26,,,26
نبأ ابني آدم والغراب,1,تاريخي,3,https://www.osboha180.com/evaluation/books/467b.pdf,13,,,13
الملك طالوت والنهر,1,تاريخي,3,https://www.osboha180.com/evaluation/books/468b.pdf,13,,,13
مدائن إسلامية (القيروان),1,تاريخي,3,https://www.osboha180.com/evaluation/books/469b.pdf,19,,,19
مدائن إسلامية (مكة المكرمة),1,تاريخي,3,https://www.osboha180.com/evaluation/books/470b.pdf,18,,,18
أصحاب الجنة,1,ديني,3,https://www.osboha180.com/evaluation/books/471b.pdf,13,,,13
قصة الحبة العاشرة,1,أدبي,3,https://www.osboha180.com/evaluation/books/472b.pdf,17,,,17
مدائن إسلامية (استانبول),1,تاريخي,3,https://www.osboha180.com/evaluation/books/453b.pdf,18,,,18
حكاية الصياد والسمكة,1,أدبي,3,https://www.osboha180.com/evaluation/books/455b.pdf,32,,,32
قصة هارون الرّشيد الخليفة العابد المجاهد,1,تاريخي,3,https://www.osboha180.com/evaluation/books/456b.pdf,20,,,20
تجارب عملية مع الضوء,1,علمي,3,https://www.osboha180.com/evaluation/books/457b.pdf,32,,,32
اشعب في بلاد الواق واق,1,أدبي,3,https://archive.org/download/civ-2558/civ-2558.pdf,17,,,17
تجارب عملية مع الحركة,1,علمي,3,https://www.osboha180.com/evaluation/books/459b.pdf,32,,,32
تجارب عملية مع المغناطيس,1,علمي,3,https://www.osboha180.com/evaluation/books/460b.pdf,32,,,32
تجارب عملية مع الهواء,1,علمي,3,https://www.osboha180.com/evaluation/books/461b.pdf,32,,,32
أجمل حكايات الحيوانات,1,أدبي,3,https://www.osboha180.com/evaluation/books/462b.pdf,40,,,40
اذهب بعيدا عني,1,تنمية,3,https://archive.org/download/saharelsaman11161_gmail_10/10_%D8%A7%D8%B0%D9%87%D8%A8%2B%D8%A8%D8%B9%D9%8A%D8%AF%D8%A7%2B%D8%B9%D9%86%D9%8A.pdf,28,,,28
100 تجربة علمية,1,علمي,3,https://archive.org/download/100_20200330/100%20%D8%AA%D8%AC%D8%B1%D8%A8%D8%A9%20%D8%B9%D9%84%D9%85%D9%8A%D8%A9.pdf,99,,,99
كتاب الحرب على الكسل,1,تربية,5,https://www.osboha180.com/evaluation/books/302b.pdf,117,,,117
العلم يدهشنا,1,علمي,5,https://www.osboha180.com/evaluation/books/304b.pdf,56,,,56
جسم الانسان -سلسلة العلوم المبسطة,1,علمي,5,https://www.osboha180.com/evaluation/books/305b.pdf,67,,,67
معنى الحياة,2,اجتماعي,1,https://www.osboha180.com/evaluation/books/313b.pdf,351,,,351
أرنوب والكسل,1,أدبي,3,https://www.osboha180.com/evaluation/books/280b.pdf,14,,,14
عباس بن فرناس:حكيم الأندلس,1,تاريخي,3,https://www.osboha180.com/evaluation/books/281b.pdf,19,,,19
أفضل 365 حكاية للأطفال,1,أدبي,3,https://archive.org/download/civ-3173/civ-3173.pdf,278,,,278
حذاء الطنبوري,1,أدبي,3,https://www.osboha180.com/evaluation/books/277b.pdf,23,,,23
جعلوني مربعا ( مجلة ميكي ),1,تنمية,3,https://www.osboha180.com/evaluation/books/225b.pdf,12,,,12
عبقرينو والبذور السائلة ( مجلة ميكي ),1,أدبي,3,https://www.osboha180.com/evaluation/books/226b.pdf,15,,,15
الموسوعة العلمية للأطفال,1,علمي,3,https://www.osboha180.com/evaluation/books/227b.pdf,83,,,83
متن الأربعين النووية,3,ديني,4,https://www.osboha180.com/evaluation/books/195b.pdf,116,,,116
دليل المربي لأنشطة الناشئة,0,,2,http://saaid.net/book/21/15092.pdf,87,,,87
لك صمت ، حول فقه الصيام للأطفال,1,ديني,3,https://www.osboha180.com/evaluation/books/181b.pdf,12,,,12
خير الاعمال في رمضان,1,ديني,3,https://www.osboha180.com/evaluation/books/182b.pdf,17,,,17
منهاج الطفل المسلم,1,تربية,3,https://www.osboha180.com/evaluation/books/183b.pdf,139,,,139
علمني النبي صلى الله عليه وسلم - فرائض الطفل المسلم,1,تربية,3,https://ia800609.us.archive.org/33/items/adel-kids-1-x/Kids1054_.pdf,82,,,82
سلسلة السيرة النبوية للأطفال,1,ديني,3,https://www.osboha180.com/evaluation/books/185b.pdf,83,,,83
سلسلة العشرة المبشرون بالجنة,1,سير الصحابة,3,https://www.osboha180.com/evaluation/books/186b.pdf,160,,,160
يوميات مؤمن : بر الوالدين,1,تربية,3,https://www.osboha180.com/evaluation/books/187b.pdf,24,,,24
يوميات مؤمن : المحافظة على الصلاة,1,ديني,3,https://www.osboha180.com/evaluation/books/188b.pdf,24,,,24
يوميات مؤمن : طلب العلم,1,تنمية,3,https://www.osboha180.com/evaluation/books/189b.pdf,24,,,24
يوميات مؤمن اداب حفظ القران الكريم,1,تربية,3,https://www.osboha180.com/evaluation/books/190b.pdf,24,,,24
يوميات مؤمن : اغتنام الوقت,1,تنمية,3,https://www.osboha180.com/evaluation/books/191b.pdf,24,,,24
يوميات مؤمن: آداب المسجد,1,تربية,3,https://www.osboha180.com/evaluation/books/192b.pdf,24,,,24
روح التربية,0,,2,https://docs.google.com/uc?id=0ByC7-1_go92DV25XNnp2RDBKb3M&export=download,not open,,,not open
ثقافة العمل الخيرى,0,,2,https://docs.google.com/uc?id=1xZwG7tGMKaQuZ933NVGFMz3kwOeY_te0&export=download,not open,,,not open
الهويات القـاتلة,0,,2,https://docs.google.com/uc?id=0ByC7-1_go92DZ0RRbTZqMHlMQzA&export=download,not open,,,not open
معاً نصنع الفجر القادم,0,,2,http://www.osboha180.com/evaluation/users/numdownload/158/158b.pdf,132,,,132
كتاب مبادئ الإبداع,0,,2,http://www.osboha180.com/evaluation/users/numdownload/159/159b.pdf,139,,,139
رقائق القرآن,0,,2,http://www.osboha180.com/evaluation/users/numdownload/160/160b.pdf,176,,,176
الأدب الصغير والأدب الكبير,0,,2,http://www.osboha180.com/evaluation/users/numdownload/162/162b.pdf,145,,,145
مريم والمسيح,0,,2,http://www.osboha180.com/evaluation/users/numdownload/163/163b.pdf,96,,,96
صفحات في التعليم والنهوض بالشخصية,0,,2,-,,,,
الوقت في حياة المسلم,0,,2,http://www.osboha180.com/evaluation/users/numdownload/153/153b.pdf,75,,,75
تربية القادة,0,,2,http://www.osboha180.com/evaluation/users/numdownload/154/154b.pdf,48,,,48
فهم سريع للإيمان,0,,2,http://www.osboha180.com/evaluation/users/numdownload/155/155b.pdf,91,,,91
ملامح الانقلاب الاسلامي في عهد عمر بن عبد العزيز,0,,2,http://www.osboha180.com/evaluation/users/numdownload/156/156b.pdf,213,,,213
استرجع قلبك,0,,2,http://www.osboha180.com/evaluation/books/157b.pdf,78,,,78
هل هو عصر الجنون؟,0,,2,http://www.osboha180.com/evaluation/users/numdownload/151/151b.pdf,108,,,108
بيكاسو وستاربكس,0,,2,http://www.osboha180.com/evaluation/users/numdownload/76/76b.pdf,184,,,184
عش عظيما,0,,2,http://www.osboha180.com/evaluation/books/77b.pdf,147,,,147
عظماء في طفولتهم,0,,2,https://docs.google.com/file/d/1Sq7g8g2TeYbgm-A8otHv2BbOXeqwS9ep/view,not open,,,not open
كم حياة ستعيش,0,,2,http://www.osboha180.com/evaluation/users/numdownload/79/79b.pdf,114,,,114
وقفات بين العقل والروح,0,,2,https://docs.google.com/file/d/0ByC7-1_go92DbVN1QUdrQVd6UEU/view,not open,,,not open
قصة الملك العادل,1,أدبي,3,https://www.osboha180.com/evaluation/books/81b.pdf,45,,,45
الذي يعطى كثيرا لا يبخل بالقليل ( جحا ونوادره ),1,تنمية,3,https://www.osboha180.com/evaluation/books/82b.pdf,17,,,17
سيرة خاتم النبيين,1,سير الصحابة,3,https://www.osboha180.com/evaluation/books/84b.pdf,355,,,355
حكايات من التاريخ ( جابر عثرات الكرام ),1,تاريخي,3,https://www.osboha180.com/evaluation/books/606b.pdf,42,,,42
رجال ونساء حول الرسول صلى الله عليه وسلم للاطفال,1,سير الصحابة,3,https://www.osboha180.com/evaluation/books/86b.pdf,63,,,63
لبيب ولبيبة والأسرة السعيدة / الجزء الثاني,1,تربية,3,https://www.osboha180.com/evaluation/books/87b.pdf,26,,,26
لبيب ولبيبة والأسرة السعيدة-الجزء الأول,1,تربية,3,https://www.osboha180.com/evaluation/books/88b.pdf,34,,,34
قصص من التاريخ الاسلامي للندوي,1,تاريخي,3,https://www.osboha180.com/evaluation/books/89b.pdf,not found,,,not found
من الذي حرك قطعى الجبن الخاصة بي,1,تنمية,3,https://www.osboha180.com/evaluation/books/90b.pdf,18,,,18
استرداد عمر من السيرة إلى المسيرة,2,فكري,1,,,,,
من الإنسان الأبتر إلى الإنسان الكوثر,2,تربية,1,https://www.osboha180.com/evaluation/books/229b.pdf,115,,,
قصص مفيدة -قصص الجيران وحقوقهم,1,تربية,3,https://archive.org/download/20200316_20200316_1434/%D9%82%D8%B5%D8%B5%20%D9%85%D9%81%D9%8A%D8%AF%D8%A9.pdf,52,,,
قصة حاولي أن تقرئي,1,تنمية,3,https://archive.org/download/book09_201910/%D8%AD%D8%A7%D9%88%D9%84%D9%8A%20%D8%A3%D9%86%20%D8%AA%D9%82%D8%B1%D8%A6%D9%8ABook-09.pdf,16,,,
الفكر والحدث,2,فكري,1,https://www.osboha180.com/evaluation/books/374b.pdf,277,,,
قطار الجنة,1,ديني,3,https://drive.google.com/file/d/1U92yXCME1031JlfxTllBoCIw7IBJ78sR/view?usp=sharing,192,,,
